smiles,-logKd/Ki
CC(C(=O)[O-])N1C(=O)C2C3CCC(C3)C2C1=O,2.8900000000000001
COC(=O)c1cccc2[nH]ccc12,2.8900000000000001
CCOC(=O)C=Cc1ccc(O)c(O)c1,2.8900000000000001
CC(C(=O)[O-])N(c1ccccc1)S(C)(=O)=O,2.8900000000000001
Cc1cc(C)nc(N)n1,2.8900000000000001
OCC(CO)(CO)[NH2+]CCC[NH2+]C(CO)(CO)CO,2.8999999999999999
O=C([O-])CNC(=O)C(=O)[O-],2.9199999999999999
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],2.9199999999999999
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,2.9199999999999999
Cn1cnc(N)c2ncnc1-2,2.9199999999999999
O=C([O-])CCc1ccc2c(c1)OCO2,2.9199999999999999
CC(=O)c1ccc2c(c1)OCCO2,2.9199999999999999
CCN1CNS(=O)(=O)c2cnccc21,2.9199999999999999
[NH3+]CC1CCCCC1,2.9300000000000002
CC(=O)NC1C(O)OC(CO)C(O)C1O,2.9399999999999999
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)[O-])cc1,2.96
O=c1c2c3c(sc2ncn1Cc1nn[nH]n1)CCCC3,2.96
COc1ccc2[nH]ccc2c1,2.96
Cc1[nH]c2cc(Cl)cc(Cl)c2c1CC[NH3+],2.96
Nc1cccc2c1CC[NH2+]C2,2.96
Nc1c(F)cccc1C(=O)[O-],2.96
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CC[NH+](C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.9700000000000002
C=CC[NH+](Cc1ccccc1C(=O)NCc1ccc(OC)cc1)Cc1ccc2c(c1C(=O)[O-])OCC(CCC(=O)[O-])O2,2.9700000000000002
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,2.98
O=C([O-])Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccccc3Cl)C2c2ccccc2Cl)cc1,2.98
O=C([O-])CCc1cccc(C(=O)[O-])c1,2.9900000000000002
O=C([O-])C(O)CC(O)C(O)C(=O)[O-],3.0
COC1OC(CO)C(O)C(O)C1O,3.0
O=C([O-])C(Cl)Cl,3.0
[NH3+]C(CO)C(=O)[O-],3.0
O=C([O-])c1cc2ccccc2o1,3.0
c1ccc2[nH]ncc2c1,3.0
COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O,3.0
Cc1nc(=O)c2ccccc2[nH]1,3.0
[NH3+]CCc1ccccc1,3.0099999999999998
COC1OC(CO)C(O)C(O)C1O,3.02
OC1COC(O)C(O)C1O,3.0299999999999998
C[N+](C)(C)CCO,3.0299999999999998
[NH3+]CCc1c[nH]c2ccc(O)cc12,3.0299999999999998
OCc1ccc2c(c1)OCCO2,3.0299999999999998
NC(=[NH2+])c1ccccc1,3.04
COC1OC(CO)C(O)C(NC(=O)c2ccc(C)cc2)C1OC(=O)c1ccc(C)cc1,3.04
Cc1ccccc1,3.04
O=c1[nH]cnc2ccccc12,3.04
CC(=O)NC(CCC(=O)C(=O)[O-])C(O)C(O)C(O)CO,3.0499999999999998
O=C([O-])C1COc2ccccc2O1,3.0499999999999998
CCCCOc1ccc2cc(S(=O)(=O)NC(CCC(=O)[O-])C(=O)[O-])ccc2c1,3.0600000000000001
O=C([O-])C(=O)[O-],3.0699999999999998
[NH3+]C1(C(=O)[O-])CCC1,3.0800000000000001
O=C([O-])C(O)C(O)C(O)C(=O)NO,3.1000000000000001
CCN(CC)C(=O)c1ccc(O)c(OC)c1,3.1000000000000001
CC([NH3+])Cc1ccc(O)cc1,3.1000000000000001
FC(F)OC(Cl)C(F)(F)F,3.1000000000000001
COc1ccc(CNC(=O)c2cc3c(cc2C[NH+](C)Cc2cccc(OC)c2C(=O)[O-])OCO3)cc1,3.1000000000000001
CC1CCCC(C(=O)[O-])N1C(=O)CCS,3.1000000000000001
O=C([O-])c1ccccc1C(=O)[O-],3.1099999999999999
CC(O)C(C)(O)C(=O)[O-],3.1200000000000001
[NH3+]CCCCCC(=O)NC1Cc2ccccc2C1Cc1ccc2c(c1C(=O)[O-])OCO2,3.1200000000000001
CC(=O)NC1C(O)OC(CO)C(O)C1O,3.1299999999999999
CC(=O)NC1C(NC(N)=[NH2+])C=C(C(=O)[O-])OC1C(O)C(O)CO,3.1400000000000001
Nc1nc2ccccc2s1,3.1400000000000001
OCC1C(O)C(O)C(O)c2nn[nH][n+]21,3.1499999999999999
O=C([O-])C1COc2ccccc2O1,3.1499999999999999
Cc1nn(C)c2sc(C(=O)[O-])cc12,3.1499999999999999
O=C([O-])c1ccc(-c2ccc(F)c(Cl)c2)o1,3.1499999999999999
[NH3+]CCc1c[nH]c2ccc(O)cc12,3.1600000000000001
[NH3+]C(CCC(=O)NC(CS)C(=O)NCC(=O)[O-])C(=O)[O-],3.1800000000000002
CCc1cc(CC[NH3+])ccc1O,3.1800000000000002
CC(=O)NC1C(O)CC(OCC2OC(O)C(O)C(O)C2O)(C(=O)[O-])OC1C(O)C(O)CO,3.1899999999999999
Nc1nc2ncc(CNc3ccc(C(=O)[O-])cc3)nc2c(=O)[nH]1,3.2200000000000002
OCC1NC(=NO)C(O)C(O)C1O,3.2200000000000002
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1[NH2+]C1C=C(CO)C(O)C(O)C1O,3.2200000000000002
O=C([O-])CCc1ccccc1,3.2200000000000002
OC1COCC(O)C1O,3.2200000000000002
Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,3.2200000000000002
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,3.2200000000000002
Cc1ncc2c(n1)N(C)C(=O)C(=N)C2,3.2200000000000002
C[NH+](Cc1ccccc1C(=O)NCC1CCCCC1)Cc1ccc2c(c1C(=O)[O-])OCO2,3.23
O=[N+]([O-])c1cccc2ncccc12,3.23
OCC1[NH2+]CC(O)C(O)C1O,3.2400000000000002
COC(=O)C([NH3+])Cc1c[nH]c2ccccc12,3.2400000000000002
NC(=[NH2+])c1ccccc1,3.25
O=[N+]([O-])c1ccc2n[nH]cc2c1,3.25
COC1OC(CO)C(O)C(OC(=O)c2ccc(C)cc2)C1OC(C)=O,3.2599999999999998
OC(O)(C(F)(F)F)C(F)(F)F,3.2599999999999998
Nc1ncnc2c1ncn2C1OC(CSCCC(O)CO)C(O)C1O,3.27
Nc1ccc2cc3ccc(N)cc3nc2c1,3.2799999999999998
O=C(Nc1ccc(Cl)cc1)ON=C1NC(CO)C(O)C(O)C1O,3.2799999999999998
C=CC[NH+](Cc1ccccc1C(=O)NCc1ccccc1)Cc1ccc2c(c1C(=O)[O-])OCO2,3.2799999999999998
CC(=O)CCO,3.2999999999999998
O=S(=O)([O-])CC[NH2+]C1CCCCC1,3.2999999999999998
Clc1ccc(-c2noc(C3CCC[NH2+]C3)n2)cc1,3.2999999999999998
COc1ccc2c(CC(=O)[O-])coc2c1,3.2999999999999998
ON1CC=CCC1=S,3.2999999999999998
Oc1ccnc2cc(Cl)ccc12,3.2999999999999998
O=[N+]([O-])c1ccc2nc[nH]c2c1,3.2999999999999998
Cc1nc[nH]c1C[NH+]1CCc2cccc(N)c2C1,3.2999999999999998
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],3.3100000000000001
N#CC(CNc1ccc(Nc2ccccc2)cc1)c1nn[nH]n1,3.3100000000000001
Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nnn[nH]2)cc1,3.3199999999999998
O=C1N=CC(I)C(=O)N1,3.3199999999999998
CC(C)CC(CNC(=O)c1cccnc1)Cc1ccc2c(c1C(=O)[O-])OCO2,3.3199999999999998
c1ccccc1,3.3199999999999998
Cc1ccccc1C,3.3300000000000001
Clc1cccc(Cl)c1[NH+]=C1NCCN1,3.3300000000000001
[NH3+]Cc1ccc2occc2c1,3.3300000000000001
Nc1cccc(Oc2ccccn2)c1,3.3300000000000001
CCC(=O)C(=O)[O-],3.3300000000000001
CC(O)C(=O)[O-],3.3300000000000001
Oc1ccc2ccccc2c1,3.3399999999999999
CC(O)C(C)(O)C(=O)[O-],3.3399999999999999
O=C([O-])c1cccnc1C(=O)[O-],3.3500000000000001
O=C([O-])C1CCC(C(=O)[O-])CC1,3.3500000000000001
Nc1nc(S)nc2[nH]ncc12,3.3500000000000001
CCCCCCCCCC(=O)NC1CCSC1=O,3.3599999999999999
CC(C)CC(CNC(=O)c1ccncc1)Cc1ccc2c(c1C(=O)[O-])OCO2,3.3599999999999999
Cc1ccc(C)cc1,3.3700000000000001
[NH3+]Cc1ccc(F)cc1,3.3700000000000001
NC(=[NH2+])c1ccccc1,3.3700000000000001
Cc1cn(C2CC(O)C(C[NH+]3CCCC3)O2)c(=O)[nH]c1=O,3.3700000000000001
CC(=O)NC1C(O)OC(CO)C(O)C1O,3.3700000000000001
Oc1cccc2ccccc12,3.3700000000000001
COC1(C(=O)[O-])CC(O)C(NC(=O)CO)C(C(O)C(O)CO)O1,3.3799999999999999
O=C([O-])CCc1ccccc1,3.3900000000000001
Cc1cn(C2CC(N=[N+2]#N)C(CO)O2)c(=O)[nH]c1=O,3.3900000000000001
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)C[NH3+],3.3999999999999999
COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1,3.3999999999999999
c1ccccc1,3.3999999999999999
O=C1NCC(CO)C(O)C1O,3.3999999999999999
Cc1cn(C2CC(O)C(C[NH+]3CCCCC3)O2)c(=O)[nH]c1=O,3.3999999999999999
CC(O)C(NC(=O)C(CCCC[N+](C)(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)[O-],3.3999999999999999
[NH3+]Cc1cccc(-n2cccn2)c1,3.3999999999999999
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)CO,3.4199999999999999
Nc1ncnc2c1ncn2C1OC(CS)C(O)C1O,3.4199999999999999
Nc1[nH]c(N)c2ccccc12,3.4199999999999999
Nc1cc(F)ccc1C(=O)[O-],3.4199999999999999
Nc1ncnc2c1ncn2C1OC(C(O)NS(=O)(=O)CC2C(CO)OC(n3ccc(=O)[nH]c3=O)C2O)C(O)C1O,3.4300000000000002
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,3.4300000000000002
CC(NC(=O)C(C)NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)[O-],3.4500000000000002
Nc1cccc(-c2nc(-c3ccccc3)n[nH]2)c1,3.46
O=C(NC1=CCc2[nH]c(Cc3c[nH]c4ccccc34)nc2C1)C1CCC[NH2+]1,3.4700000000000002
Nc1nc2ccc(C(=O)NCC(=O)[O-])cc2s1,3.4700000000000002
COC1(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1,3.48
[NH3+]C(CCC(=O)NC(CSSCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-],3.48
O=[N+]([O-])c1ccc2nn[nH]c2c1,3.48
Cc1ccc(O)c(O)c1,3.48
NC(=[NH2+])c1ccccc1,3.4900000000000002
[NH3+]Cc1ccccc1,3.4900000000000002
CC(=O)N1CCCC1C(=O)[O-],3.4900000000000002
CC(=O)C(=O)[O-],3.4900000000000002
Brc1cnc[nH]1,3.5
CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C(O)C2NC(C)=O)C1O,3.5099999999999998
Nc1ncnc2[nH]cnc12,3.52
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)CO,3.52
Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O,3.52
Nc1ncc(CC([NH3+])C(=O)[O-])[nH]1,3.52
CC=CC=C=C1CN(C2OC(CO)C(O)C(O)C2O)C(=O)NC1=O,3.52
Cc1ccnc(N)c1[N+](=O)[O-],3.52
c1ccc2[nH]ccc2c1,3.54
CC(C)CC(NC(=O)C1CCCN1C(=O)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(NC(=O)C1CCC[NH2+]1)C(C)O)C(C)C)C(=O)[O-],3.54
COC(=O)C(Cc1cccc(C(N)=[NH2+])c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1,3.5499999999999998
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)CO,3.5499999999999998
COc1ccc(CC(C(=O)[O-])C(=O)[O-])cc1OC,3.5499999999999998
CC(C)N=CC(O)COc1cccc2ccccc12,3.5699999999999998
CC1=NC2C(OC(CO)C(O)C2O)S1,3.5699999999999998
[NH3+]C(CCC(=O)[O-])C(=O)[O-],3.5699999999999998
C[NH+]1CCN(c2cccc(C[NH3+])c2)CC1,3.5699999999999998
CC(C)CC(CNC(=O)CCC[NH3+])Cc1ccc2c(c1C(=O)[O-])OCO2,3.5699999999999998
Cc1cc(C)c(C2C(C(=O)c3cccs3)=C(O)C(=O)N2c2ccc(CC(=O)[O-])cc2)cc1C,3.5699999999999998
[NH3+]C1CC(O)C(O)C1O,3.5800000000000001
Nc1ncnc2nc[nH]c12,3.5899999999999999
CC(C)CC(CNC(=O)Cc1c[nH]c2ccccc12)Cc1ccc2c(c1C(=O)[O-])OCO2,3.5899999999999999
CSCS(C)=O,3.6000000000000001
CC1OC(OC2C(CO)OCC(O)C2O)C(O)C(O)C1[NH2+]C1C(O)C(C)C(O)C(O)C1O,3.6000000000000001
Nc1nccc(-c2cccnc2)n1,3.6000000000000001
CC(=O)NC1C(OC(C)C([NH3+])C(=O)[O-])OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O,3.6000000000000001
[NH3+]C(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-],3.6000000000000001
CCCC(CCC)C(N)=O,3.6000000000000001
[NH3+]CCCC([NH3+])C(=O)[O-],3.6000000000000001
CC(=O)NC1C(Oc2ccc([N+](=O)[O-])cc2)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O,3.6000000000000001
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(C(=O)NC(C)C(N)=O)C(C)O,3.6000000000000001
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1[NH2+]C1C=C(CO)C(O)C(O)C1O,3.6099999999999999
COc1ccc(CO)c2nc3cccc(C(=O)[O-])c3nc12,3.6099999999999999
[NH3+]C1CONC1=O,3.6200000000000001
CNC(=O)C1CC(O)CN1C(=O)Cc1cc(C)no1,3.6200000000000001
CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2O)[nH]c(C)c1C(C)=O,3.6299999999999999
O=C([O-])C(F)=Cc1ccc(O)cc1,3.6400000000000001
O=C([O-])COc1c(C(=O)[O-])sc2ncccc12,3.6400000000000001
O=C([O-])C1(O)CC(O)C(O)C(O)C1,3.6400000000000001
C[NH+](C)Cc1cc(I)cc(I)c1O,3.6499999999999999
Nc1nc(CCc2ccccc2)cc(=O)[nH]1,3.6600000000000001
[NH3+]CCc1ccc(O)c(C2CCCCC2)c1,3.6600000000000001
O=C([O-])C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,3.6600000000000001
O=C([O-])Cc1ccc(O)c(O)c1,3.6600000000000001
Cn1cnc(N)c2ncnc1-2,3.6600000000000001
COc1ccc(CNC(=O)c2cc3ccccc3cc2C[NH+](C)Cc2cccc(OC)c2C(=O)[O-])cc1,3.6699999999999999
Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2c2cc(Br)cs2)cc1C(=O)[O-],3.6699999999999999
Nc1nc2[nH]c(I)nc2c(=O)[nH]1,3.6800000000000002
CC(=O)NC1C(OC2C(O)C(O)OC(CO)C2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)OC(CO)C(O)C1O,3.6800000000000002
Nc1ncnc2c1ncn2C1OC(CSSCc2ccccc2)C(O)C1O,3.6800000000000002
COc1ccc2[nH]c(C(=O)NS(C)(=O)=O)cc2c1,3.6800000000000002
O=C([O-])C(Oc1ccc(Br)cc1)C(=O)[O-],3.6800000000000002
[NH3+]C(Cc1ccccc1)C(=O)[O-],3.6800000000000002
O=C([O-])CC12OC3C=CC[NH2+]C3C1C(=O)NC2C(=O)[O-],3.6800000000000002
Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,3.6899999999999999
O=c1ccn(C2OC(C[NH+]3CCCC3)C(O)C2O)c(=O)[nH]1,3.6899999999999999
COC(=O)c1cc(N)cc(-c2c(C)noc2C)c1,3.6899999999999999
O=C([O-])CC(Cc1ccccc1)C(=O)[O-],3.7000000000000002
NC(=[NH2+])Nc1ccc(CC(NC(=O)CSc2ccc(Cl)cc2)C(N)=O)cc1,3.7000000000000002
Nc1nc2ccccc2[nH]1,3.7000000000000002
CC1(C)NC(=[NH2+])N(Cc2cccc(Cl)c2)C1=O,3.7000000000000002
O=C([O-])C1(O)C=CC(O)C(O)C1,3.7000000000000002
O=C1c2ccccc2C(=O)N1CCc1nn[nH]n1,3.71
O=C([O-])Cc1cccc([N+](=O)[O-])c1,3.7200000000000002
O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-],3.7200000000000002
C=CCOC1(C(=O)[O-])CC(OC2(C(=O)[O-])OC(C(O)CO)C(O)C(O)C2O)C(O)C(C(O)CO)O1,3.7200000000000002
OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,3.7200000000000002
CC(C)CC([NH3+])C(=O)NO,3.7200000000000002
CC(=O)NCCCCC(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,3.73
NC(=[NH2+])c1ccccc1,3.7400000000000002
CN(C)c1ccc(O)c2c1CC1CC3C([NH+](C)C)C(O)C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,3.7400000000000002
O=C(Cn1cc(-c2ccccc2)nn1)NC1OC(CO)C(O)C(O)C1O,3.75
O=c1ccn(C2OC(C[NH+]3CCOCC3)C(O)C2O)c(=O)[nH]1,3.75
[NH3+]CC1C(O)C(O)C2C(O)CC[NH+]12,3.7599999999999998
O=c1ccn(C2OC(C[NH+]3CCCCC3)C(O)C2O)c(=O)[nH]1,3.7599999999999998
Cc1noc(C)c1-c1cc(NS(=O)(=O)c2ccccc2)cc(C(=O)[O-])c1,3.7599999999999998
NC(=O)CCC(NC(=O)C1CCC(=O)N1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-],3.77
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,3.77
Cn1nc(-c2cc(Br)c3c(c2)OCO3)cc1N,3.77
CCCCCCCCCC(=O)[O-],3.7799999999999998
NC(=O)CC(NC(=O)C1CCC(=O)N1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-],3.7999999999999998
Cc1cc[nH]c1,3.7999999999999998
O=C([O-])COc1c(Br)csc1C(=O)[O-],3.7999999999999998
CCNC(=O)NCCC(=O)Nc1ccc2nc(C)sc2c1,3.7999999999999998
O=C(NCc1ccc(-c2ccccc2)cc1)C1OC2CN(C(=O)NO)CC1O2,3.8100000000000001
O=[N+]([O-])c1ccc(O)c2ncccc12,3.8100000000000001
OCC1OC(n2cc(-c3ccccc3)nn2)C(O)C(O)C1O,3.8199999999999998
[NH3+]Cc1csc(-c2cccs2)n1,3.8199999999999998
CC(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2cnco2)cc1,3.8199999999999998
Cc1ncc2c(c1O)COC2=O,3.8199999999999998
Oc1ccc(-c2ccccc2)cc1O,3.8199999999999998
NC(=[NH2+])c1ccccc1,3.8399999999999999
[NH3+]Cc1ccccc1,3.8399999999999999
OCC1C(O)C(O)C(O)c2nccn21,3.8500000000000001
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,3.8500000000000001
O=C([O-])c1cc(OCc2cccc([N+](=O)[O-])c2)cc(C(=O)[O-])c1,3.8500000000000001
O=C([O-])CC(C(=O)[O-])N1C(=O)C(=C2C(=O)Nc3ccc(Br)cc32)SC1=S,3.8599999999999999
C[NH+]1CC[NH+](CCCNC(=O)c2c(-c3ccccc3)c(-c3ccc(Cl)cc3)cn2CCC(O)CO)CC1,3.8599999999999999
COc1ccc(Cl)cc1NC(=O)CSc1ccc(C(=O)[O-])cn1,3.8599999999999999
OCC1OC(n2cc(-c3cccc4ccccc34)nn2)C(O)C(O)C1O,3.8700000000000001
CC1OC(O)C(O)C(O)C1O,3.8700000000000001
Cc1cccnc1NCc1ccccc1O,3.8700000000000001
C[n+]1ccccc1CNC(=O)C1CCCN1C(=O)C([NH3+])Cc1ccccc1,3.8799999999999999
CC(C(=O)[O-])c1ccc(C2CCCCC2)c2ccccc12,3.8799999999999999
O=C([O-])C(O)Cc1ccccc1,3.8900000000000001
CC(NC(=O)C(CCC(=O)[O-])NC(=O)C1CCC[NH2+]1)C(=O)NC(C(=O)NC(C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-])C(C)O,3.8900000000000001
